level_0,index,order,row,col,rep,line,grid,entry,name,breeder,irrigation,Tier,Row,Name/Code,Breeder,Weight per row (lbs),ExG0407,ExG0412,ExG0415,ExG0427,ExG0506,ExG0516,ExG0520,ExG0523,ExG0527,ExG0531,ExG0602,ExG0607,ExG0614,ExG0617,ExG0620,ExG0623,ExG0627,ExG0630,ExG0713,ExG0716,ExG0719,ExG0721,ExG0725,ExG0728,ExG0802,ExG0808,ExG0812,ExG0818,NDVI0412,NDVI0422,NDVI0427,NDVI0506,NDVI0516,NDVI0520,NDVI0531,NDVI0607,NDVI0614,NDVI0620,NDVI0623,NDVI0627,NDVI0716,NDVI0721,NDVI0725,NDVI0802,NDVI0808,NDVI0812,NDVI0818,ch0412,ch0415,ch0427,ch0506,ch0516,ch0520,ch0523,ch0527,ch0531,ch0602,ch0607,ch0614,ch0617,ch0620,ch0623,ch0627,ch0630,ch0708,ch0713,ch0716,ch0719,ch0721,ch0725,ch0728,ch0802,ch0808,ch0812,cv0412,cv0415,cv0427,cv0506,cv0516,cv0520,cv0523,cv0527,cv0531,cv0602,cv0607,cv0614,cv0617,cv0620,cv0623,cv0627,cv0630,cv0708,cv0713,cv0716,cv0719,cv0721,cv0725,cv0728,cv0802,cv0808,cv0812,bollnum,bollsize,bollasize,bollvol,bollavol,fc0623,fc0627,fc0630,a (3PL),b (3PL),c (3PL),max_cc (3PL),max_growth_rate (3PL),day_at_max_growth_rate (3PL),day1_at_half_max (3PL),day2_at_half_max (3PL),a (4PL),b (4PL),c (4PL),d (4PL),max_cc (4PL),max_growth_rate (4PL),day_at_max_growth_rate (4PL),day1_at_half_max (4PL),day2_at_half_max (4PL),alpha (4PR),beta (4PR),k (4PR),m (4PR),max_cc (4PR),max_growth_rate (4PR),day_at_max_growth_rate (4PR),day1_at_half_max (4PR),day2_at_half_max (4PR),a (5PL),b (5PL),c (5PL),d (5PL),g (5PL),max_cc (5PL),max_growth_rate (5PL),day_at_max_growth_rate (5PL),day1_at_half_max (5PL),day2_at_half_max (5PL)
10,10,11,1,8,441,1,1,2,12_BB_2139,Smith,No,7,15,12 BB 2139,Smith,0.033060887555508386,-0.020506,-0.004695,-0.007496,0.002123,0.040786,0.104529,0.130507,0.210702,0.162922,0.248356,0.441888,0.414465,0.456399,0.52839,0.501589,0.509203,0.513075,0.46626,0.480314,0.463416,0.409235,0.450951,0.431437,0.404467,0.320821,0.185184,-0.016991,-0.052014,0.23849,0.25917,0.209909,0.447215,0.380493,0.410116,0.474989,0.630208,0.580617,0.561586,0.509939,0.486159,0.486952,0.50469,0.521979,0.515628,0.493769,0.392865,0.397639,0.105995,0.01538,0.019979,0.205807,0.341685,0.447313,0.552166,0.619088,0.698808,0.760341,0.310892,0.996107,1.061519,1.124196,1.136072,1.178921,1.190345,1.142608,1.204673,1.174253,1.083738,1.135793,1.123694,1.106521,1.189344,0.941767,0.059447,0.075264,0.000862,0.001341,0.041688,0.099305,0.177269,0.240121,0.298336,0.433339,0.534265,0.13861,0.725936,0.807788,0.858735,0.872843,0.910218,0.919402,0.887641,0.850771,0.904008,0.861375,0.867444,0.85555,0.82911,0.851035,0.652767,0.000499,47.8,666.093762,14.03249,2303.103735,48.638777,0,3,3,96.855569,6.974448,52.062021,96.855245,3.465797,52.0,39.737255,64.387828,0.785757,7.323495,52.155361,98.596738,98.526017,3.491278,50.0,38.993766,63.514511,98.15417,55.832902,0.108161,0.267443,98.148735,3.44519,49.0,38.228141,63.809313,1.064007,8.217308,49.242657,99.695669,0.719018,99.49017,3.584262,50.0,39.218163,62.684125
11,11,12,1,8,441,2,1,2,12_BB_2139,Smith,No,7,16,12 BB 2139,Smith,0.025725189100942694,-0.021103,-0.007874,-0.010726,-0.00301,0.025301,0.073694,0.095298,0.165163,0.137366,0.236105,0.4443,0.415098,0.46428,0.514224,0.504356,0.476001,0.490809,0.46573,0.458087,0.454527,0.401949,0.438203,0.405295,0.389163,0.286322,0.180857,-0.013355,-0.053911,0.241768,0.230137,0.186789,0.401026,0.338445,0.383916,0.466474,0.620415,0.56204,0.588807,0.504672,0.492497,0.495174,0.516646,0.530117,0.513489,0.496162,0.395047,0.390343,0.096881,0.006313,0.010732,0.143434,0.27894,0.37062,0.457878,0.556701,0.642483,0.709263,0.270201,0.978995,1.02428,1.088519,1.0849,1.136352,1.130149,1.123552,1.158161,1.14338,1.060228,1.113007,1.100866,1.062546,1.142409,0.880225,0.05724,0.068069,8.6e-05,0.000308,0.025483,0.067916,0.128308,0.181949,0.25176,0.367992,0.459124,0.110631,0.675665,0.761899,0.812273,0.817015,0.852866,0.868538,0.821973,0.801583,0.845033,0.800121,0.799586,0.787206,0.763469,0.782063,0.543275,0.000848,48.7,683.538604,14.044648,2350.694983,48.317296,1,5,5,96.838401,5.251218,54.08516,96.838394,4.596101,54.0,44.788608,63.383937,0.83064,10.249327,54.083414,97.607752,97.602102,4.614583,53.0,44.385807,62.822046,96.10253,34682378.809108,0.292705,2.363827,96.10253,4.976691,56.0,46.968245,63.388498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,13,1,9,442,1,1,C,PHY_499,Visual_Check,No,7,17,PHY499,Visual Check,0.03135257421677391,-0.022299,-0.007767,-0.007986,-0.0041,0.029022,0.114036,0.142893,0.223598,0.177526,0.25859,0.42462,0.405147,0.44928,0.489392,0.499308,0.461108,0.472487,0.435406,0.427763,0.40174,0.30135,0.362496,0.313199,0.297366,0.197157,0.107875,-0.010636,-0.050336,0.249773,0.260232,0.198627,0.386344,0.380999,0.40112,0.477783,0.632009,0.592774,0.587578,0.524876,0.502222,0.495663,0.521276,0.521987,0.482252,0.452652,0.367877,0.341982,0.103465,0.004441,0.012659,0.180727,0.344067,0.438133,0.546497,0.64231,0.716673,0.770269,0.34998,1.057124,1.133466,1.181073,1.187164,1.218939,1.194935,1.203621,1.196187,1.20068,1.108482,1.173409,1.188989,1.020978,1.204295,0.61171,0.063645,0.070859,2.3e-05,0.000405,0.026885,0.094887,0.168105,0.236624,0.295505,0.407673,0.494694,0.148141,0.71985,0.802333,0.849779,0.839118,0.878542,0.886889,0.816356,0.794683,0.859744,0.826211,0.828675,0.7659,0.727612,0.756777,0.34596,0.000237,57.3,799.418811,13.980145,2745.163098,47.913745,7,24,20,95.320009,6.443501,50.701373,95.319918,3.688926,51.0,39.305185,62.094401,-0.148784,7.595649,50.584114,96.813107,96.770619,3.69599,49.0,38.279744,61.258757,96.830259,3.546986,0.106069,0.024184,96.825211,3.726477,47.0,37.533918,60.922472,0.093937,8.465657,48.031609,97.654023,0.737736,97.531673,3.794735,48.0,38.485144,60.491012
13,13,14,1,9,442,2,1,C,PHY_499,Visual_Check,No,7,18,PHY499,Visual Check,0.023011985562952645,-0.020582,-0.006824,-0.009874,-0.004984,0.034684,0.089291,0.108431,0.182925,0.129494,0.21349,0.367721,0.327231,0.365366,0.439963,0.463942,0.436499,0.431577,0.412205,0.401696,0.396436,0.280548,0.362451,0.296591,0.29159,0.189779,0.109419,-0.017441,-0.041433,0.250597,0.242546,0.193774,0.364992,0.362769,0.381329,0.468841,0.638504,0.617984,0.614547,0.542017,0.51646,0.53254,0.532731,0.530422,0.498158,0.480416,0.375229,0.347299,0.102481,0.004858,0.010223,0.131101,0.246312,0.331531,0.445189,0.525965,0.590391,0.636752,0.249225,0.902488,0.998862,1.059359,1.073777,1.122434,1.094206,1.142537,1.14907,1.117196,1.016698,1.065346,1.076197,0.97235,1.105842,0.511034,0.040077,0.070274,4.2e-05,0.000211,0.021869,0.067037,0.123405,0.173863,0.220508,0.30802,0.39062,0.111066,0.552503,0.658484,0.743114,0.734611,0.772573,0.792639,0.7259,0.749276,0.764773,0.719716,0.71466,0.670653,0.645087,0.633025,0.212123,9e-05,40.8,582.058854,13.745584,2036.984411,46.920151,1,11,14,90.160949,7.117746,53.412982,90.160479,3.158921,53.0,40.829273,65.993193,-0.207499,7.111602,53.431267,92.273091,92.175238,3.132166,51.0,39.533441,65.365538,92.343829,2.875948,0.093745,0.027715,92.324703,3.133883,50.0,38.743525,65.262427,0.317429,8.88009,48.422598,94.531197,0.55554,94.030616,3.30977,50.0,40.058758,63.719799
14,14,15,1,10,443,1,1,14,CA_4001,Dever,No,7,19,CA 4001,Dever ,0.02592616714079381,-0.017935,-0.005839,-0.007827,-0.004504,0.01603,0.091029,0.107611,0.186503,0.136847,0.23529,0.412171,0.379646,0.390807,0.456254,0.449384,0.445071,0.45172,0.423598,0.406904,0.40386,0.299735,0.381819,0.314008,0.315822,0.218678,0.127479,-0.026163,-0.041284,0.260594,0.24019,0.195664,0.347963,0.362032,0.384837,0.489844,0.630544,0.623929,0.606872,0.520467,0.513019,0.520046,0.535317,0.519981,0.494736,0.48889,0.369053,0.353897,0.099096,0.0,0.006033,0.132483,0.280045,0.365119,0.467325,0.561576,0.637814,0.689119,0.277988,0.96222,1.022444,1.089551,1.096794,1.147301,1.132036,1.123098,1.210843,1.13622,1.017725,1.091825,1.090499,1.059052,1.15129,0.806804,0.114616,0.069275,0.0,5.8e-05,0.013876,0.060024,0.109928,0.163776,0.217737,0.305455,0.392052,0.080933,0.539154,0.645522,0.734374,0.723153,0.758797,0.804239,0.740852,0.704183,0.742868,0.692463,0.682016,0.633021,0.660654,0.61363,0.291101,0.000815,44.2,559.515841,12.646704,1856.944701,41.912677,5,4,5,88.945123,5.408527,52.362936,88.945114,4.095092,52.0,42.782038,61.939717,0.313894,9.488303,52.292911,89.7687,89.760874,4.090856,51.0,42.151319,61.359469,88.133162,2786937707.60918,0.366934,3.447218,88.133162,4.691762,56.0,46.329905,61.936375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,16,1,10,443,2,1,14,CA_4001,Dever,No,7,20,CA 4001,Dever ,0.015676287108386956,-0.016288,-0.007296,-0.009656,-0.006677,0.010176,0.046885,0.06965,0.12859,0.106017,0.212148,0.386268,0.324306,0.321368,0.402018,0.39394,0.372027,0.384959,0.384197,0.383387,0.365733,0.29001,0.370447,0.317255,0.32572,0.243539,0.136272,-0.007233,-0.028242,0.272429,0.223129,0.189455,0.335317,0.315594,0.343253,0.46812,0.598592,0.64139,0.651267,0.587562,0.544651,0.593839,0.572987,0.532074,0.529748,0.548605,0.391986,0.382851,0.097806,0.000233,0.001969,0.071848,0.16519,0.256837,0.34637,0.423286,0.507307,0.557991,0.123726,0.779905,0.844632,0.907937,0.911303,0.948434,0.951968,0.937197,0.968203,0.983436,0.880355,0.952754,0.938632,0.926063,0.951994,0.833265,0.16707,0.06602,0.0,8e-06,0.006575,0.027588,0.0613,0.103157,0.139224,0.211065,0.293545,0.03466,0.382376,0.451925,0.553462,0.536965,0.560975,0.652807,0.599306,0.572414,0.581403,0.53092,0.527744,0.474973,0.51505,0.476111,0.334389,0.001404,36.9,341.720979,9.043464,968.115997,25.166509,3,1,6,78.307169,3.849187,54.065049,78.307169,5.057186,54.0,47.226275,60.900092,0.888439,14.104381,54.086324,78.565097,78.564981,5.043293,54.0,47.057816,60.624544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,17,1,11,444,1,1,15,CA_4002,Dever,No,7,21,CA 4002,Dever ,0.0365780032529029,-0.015868,-0.002626,-0.008069,-0.000353,0.047484,0.144504,0.181907,0.268772,0.187258,0.280637,0.430657,0.40059,0.457533,0.513216,0.489751,0.474624,0.491474,0.43787,0.462667,0.45123,0.391125,0.454423,0.421843,0.413774,0.307523,0.201821,-0.004023,-0.034529,0.26118,0.253686,0.2104,0.404239,0.420095,0.440641,0.510026,0.645762,0.597203,0.586674,0.51689,0.495922,0.507414,0.525604,0.516249,0.503451,0.511763,0.403767,0.386418,0.101564,0.005601,0.008473,0.166864,0.337896,0.44345,0.563946,0.684377,0.757906,0.839063,0.411901,1.095021,1.170658,1.221829,1.235426,1.266067,1.259143,1.237748,1.221179,1.217956,1.129799,1.215718,1.210212,1.188791,1.27949,1.083978,0.136265,0.066834,5.5e-05,0.000119,0.027292,0.112092,0.197665,0.275739,0.336296,0.469029,0.54244,0.189634,0.689304,0.814612,0.868185,0.887272,0.929653,0.912948,0.881104,0.845981,0.893835,0.843738,0.841493,0.824415,0.810554,0.799403,0.505878,0.002703,62.3,611.560473,9.780746,1825.43562,29.131748,3,5,12,94.814629,6.183519,47.672704,94.814598,3.822367,48.0,36.732274,58.613991,-0.294177,7.419287,47.484209,96.191959,96.160309,3.828899,46.0,35.649297,57.71632,96.162288,0.041414,0.110183,0.000325,96.159841,3.889359,44.0,35.029164,57.285868,0.814066,11.86815,41.412082,98.808917,0.378361,98.396102,4.392513,44.0,36.832587,54.709155
17,17,18,1,11,444,2,1,15,CA_4002,Dever,No,7,22,CA 4002,Dever ,0.032357464416029484,-0.017071,-0.0013,-0.006194,0.011838,0.050707,0.140052,0.169532,0.261775,0.188681,0.276944,0.480276,0.450117,0.472806,0.53462,0.519845,0.483794,0.49306,0.478899,0.463774,0.458335,0.39132,0.459525,0.429901,0.402088,0.303666,0.207273,-0.019431,-0.030319,0.256294,0.270166,0.248907,0.433209,0.428453,0.439925,0.483846,0.616135,0.589713,0.581403,0.504419,0.507659,0.503487,0.51746,0.504257,0.491612,0.507834,0.39056,0.387257,0.091783,0.002546,0.005593,0.181262,0.355227,0.455367,0.576896,0.673874,0.746645,0.820107,0.389393,1.047955,1.104474,1.170291,1.192883,1.237183,1.222756,1.165107,1.209147,1.20518,1.12099,1.180157,1.172598,1.131877,1.223832,1.01361,0.080623,0.061012,1.3e-05,0.000101,0.029453,0.109778,0.189081,0.272185,0.325402,0.435282,0.546394,0.185998,0.744355,0.82086,0.871815,0.868829,0.905441,0.918091,0.838037,0.81724,0.868184,0.839425,0.824556,0.822712,0.799015,0.803391,0.609712,0.001198,54.7,602.427301,11.005408,1843.127526,33.629536,7,5,10,96.423856,6.319843,48.126096,96.423809,3.806015,48.0,36.955709,59.30126,2.468482,8.052101,48.417281,97.24656,97.228212,3.992239,47.0,37.315817,58.128626,96.276222,4094.085622,0.167733,1.179817,96.276201,3.814989,49.0,37.261792,59.407224,2.487967,8.109528,48.251459,97.282894,0.979991,97.262934,3.999626,47.0,37.332261,58.081221
18,18,19,1,12,445,1,1,C,PHY_499,Visual_Check,No,7,23,PHY499,Visual Check,0.01045085807225797,-0.016161,-0.005417,-0.008795,0.004815,0.042759,0.097631,0.15293,0.255025,0.120971,0.21664,0.393832,0.426599,0.385009,0.425372,0.423733,0.386293,0.406981,0.424779,0.405334,0.416033,0.333956,0.400151,0.356393,0.350602,0.235449,0.157078,-0.010394,-0.027097,0.246813,0.260103,0.232108,0.360146,0.382768,0.435483,0.501303,0.677893,0.640621,0.662702,0.592438,0.575229,0.575927,0.568488,0.541353,0.554018,0.57287,0.455535,0.406228,0.081914,0.0,0.003165,0.03136,0.131425,0.232286,0.350722,0.358142,0.440713,0.527169,0.176223,0.851329,0.868784,0.952571,0.953776,1.004252,1.029529,1.030897,1.125553,1.07406,0.989063,1.047407,1.03436,0.979748,1.013853,0.898706,0.117722,0.05548,0.0,1.3e-05,0.002808,0.023476,0.081723,0.159306,0.131204,0.20237,0.283757,0.018275,0.503518,0.594349,0.65417,0.670807,0.708693,0.744136,0.707428,0.70812,0.715249,0.689186,0.68134,0.656602,0.640235,0.66155,0.525777,0.000409,22.5,234.200759,9.44681,699.14701,26.728808,0,2,4,82.942327,4.7632,47.707071,82.942327,4.333315,48.0,39.260595,56.151849,0.704316,10.164844,47.726088,83.428761,83.427293,4.428664,47.0,39.090246,55.513236,83.400796,2.421082,0.160035,0.001721,83.400774,4.878564,45.0,39.107065,54.496995,1.831547,161.036421,42.193479,85.275966,0.03513,85.181641,8.439768,44.0,41.982563,48.883343
19,19,20,1,12,445,2,1,C,PHY_499,Visual_Check,No,7,24,PHY499,Visual Check,0.03748240443223291,-0.015906,-0.00704,-0.008025,0.00169,0.04255,0.140644,0.180926,0.273707,0.198155,0.298092,0.532832,0.448653,0.497661,0.520527,0.482276,0.475902,0.473225,0.434677,0.442747,0.407062,0.311978,0.367887,0.306837,0.308521,0.172218,0.09537,-0.025733,-0.045605,0.252659,0.245791,0.224578,0.409593,0.437498,0.436656,0.523836,0.646392,0.591927,0.582924,0.530126,0.502643,0.52877,0.523566,0.504276,0.485694,0.491889,0.388949,0.349489,0.091985,0.0,0.008442,0.164505,0.354026,0.458437,0.572404,0.688753,0.771124,0.821507,0.421362,1.118867,1.173456,1.225939,1.240045,1.267925,1.252861,1.215162,1.296184,1.252287,1.151665,1.210187,1.224787,1.168321,1.280621,0.742695,0.014419,0.061196,0.0,0.00014,0.026464,0.12401,0.209944,0.280189,0.355711,0.498932,0.575817,0.221223,0.791326,0.890922,0.926783,0.939318,0.981358,0.967374,0.923805,0.923543,0.948568,0.912919,0.915394,0.875321,0.869548,0.859256,0.366711,0.000357,69.0,867.917651,12.620444,2915.459619,42.417755,2,19,14,95.819239,5.440366,48.253383,95.819234,4.388446,48.0,38.618988,57.883096,0.448086,8.893296,48.152812,96.548898,96.541644,4.480459,47.0,38.173946,56.996672,96.189693,631.142868,0.154026,0.470626,96.189637,4.425327,47.0,37.868896,57.316706,0.211824,7.957955,51.263905,96.09494,1.453615,96.09408,4.35998,48.0,38.025111,57.719734
20,20,21,1,13,446,1,1,18,DPL_491,Check,No,7,25,DPL 491,Check,0.028337903619007187,-0.014602,-0.007307,-0.010447,-0.001004,0.034184,0.113734,0.142692,0.226004,0.179507,0.272695,0.521967,0.471762,0.483848,0.49462,0.485768,0.487067,0.487116,0.44386,0.479904,0.466035,0.399592,0.444828,0.416713,0.393523,0.258904,0.159135,-0.007688,-0.040269,0.260978,0.223899,0.217301,0.366118,0.426915,0.42717,0.533902,0.638535,0.576469,0.600848,0.512441,0.516367,0.515385,0.513212,0.519416,0.509189,0.510263,0.385653,0.369862,0.092682,0.00152,0.006774,0.150666,0.311336,0.41196,0.521877,0.650096,0.711494,0.769437,0.385106,1.04604,1.140188,1.194218,1.20202,1.26144,1.251129,1.236641,1.302203,1.234528,1.123216,1.198992,1.188111,1.132755,1.284466,0.657377,0.025715,0.063597,1.9e-05,0.000127,0.022374,0.088002,0.151374,0.219285,0.295777,0.407722,0.535379,0.176976,0.731025,0.817013,0.872036,0.874613,0.926925,0.949471,0.901996,0.888213,0.921725,0.882608,0.873365,0.861061,0.832555,0.868557,0.381627,0.000462,51.5,720.119625,14.008546,2491.453259,48.524091,1,4,10,95.37687,6.144448,50.438231,95.376825,3.867182,50.0,39.560231,61.315461,0.580854,8.072006,50.410646,96.568322,96.543127,3.893035,49.0,38.885259,60.501773,95.748201,771.019822,0.143332,0.649647,95.747982,3.838254,49.0,38.882586,61.093359,0.462774,7.619311,52.293121,96.129486,1.231365,96.120199,3.851978,49.0,38.840473,60.888549
21,21,22,1,13,446,2,1,18,DPL_491,Check,No,7,26,DPL 491,Check,0.03366382167506173,-0.013511,-0.00555,-0.011269,-0.005664,0.024217,0.08318,0.113356,0.184259,0.145923,0.241929,0.454826,0.391675,0.398219,0.45612,0.474526,0.486753,0.437132,0.431599,0.446877,0.414176,0.345032,0.396512,0.348198,0.338006,0.213377,0.114323,-0.021725,-0.026185,0.253034,0.224876,0.213288,0.361434,0.387734,0.400398,0.481105,0.640103,0.592685,0.599209,0.514083,0.510857,0.512548,0.520235,0.506413,0.48315,0.471455,0.320029,0.314507,0.090322,0.000599,0.012645,0.111506,0.259475,0.347041,0.450873,0.538482,0.620257,0.670246,0.289974,0.946528,1.053379,1.123738,1.170538,1.209348,1.211734,1.20756,1.205092,1.19674,1.107002,1.180405,1.178976,1.109399,1.2214,0.496854,0.059336,0.062685,3e-06,0.000561,0.012719,0.056464,0.111592,0.165116,0.220972,0.304681,0.406861,0.101015,0.594564,0.679038,0.773007,0.771734,0.832539,0.885866,0.784994,0.755621,0.8099,0.774519,0.736901,0.704133,0.727026,0.65644,0.134474,0.000885,52.8,802.173272,15.205831,2853.772387,54.115907,2,7,11,93.228472,6.108772,52.514118,93.228416,3.800881,53.0,41.697101,63.33142,0.085173,8.171728,52.505579,94.748745,94.717447,3.731042,51.0,40.650055,62.894714,94.258959,223.505536,0.126248,0.377958,94.257783,3.686488,51.0,40.294877,63.208248,0.346488,9.289371,49.443203,95.984419,0.680147,95.851166,3.816508,50.0,40.762124,62.092733
22,22,23,1,14,447,1,1,13,7-7-519CT,Dever,No,7,27,7-7-519CT,Dever ,0.009847923952704625,-0.01494,-0.003872,-0.015419,-0.005799,-0.00207,0.034238,0.065098,0.139309,0.108855,0.215431,0.404003,0.358205,0.22526,0.285777,0.343263,0.344772,0.302573,0.366538,0.338247,0.309872,0.216188,0.303787,0.263643,0.273453,0.184922,0.106804,-0.025834,-0.017916,0.253076,0.207499,0.201621,0.308671,0.330639,0.362683,0.462377,0.615364,0.596035,0.634317,0.574376,0.562685,0.558444,0.52461,0.480565,0.510754,0.508772,0.326487,0.308776,0.086554,0.0,0.010719,0.045038,0.146033,0.217656,0.280835,0.342598,0.418087,0.489517,0.107734,0.740046,0.797092,0.873243,0.87354,0.952255,0.999385,0.942817,0.940826,0.955009,0.867361,0.911614,0.907113,0.881324,0.96913,0.643182,0.098997,0.060229,0.0,0.000309,0.003746,0.015085,0.044551,0.084862,0.098207,0.150651,0.223777,0.010878,0.240431,0.297442,0.418415,0.394962,0.466811,0.62895,0.490174,0.464679,0.500122,0.47106,0.440803,0.384863,0.436525,0.354421,0.144093,0.001155,41.1,483.671825,11.766395,1488.416949,36.331732,0,2,9,71.560268,2.819778,52.384388,71.560268,6.250638,52.0,47.320547,57.451193,1.114771,19.534672,52.415483,71.564375,71.564374,6.500661,52.0,47.494101,57.076933,71.574525,143.145389,0.269494,0.000168,71.574525,6.990618,51.0,46.971918,56.19291,0.402843,12.306969,117.417331,71.531335,12951.580048,71.531335,5.892977,54.0,47.600299,58.727138
23,23,24,1,14,447,2,1,13,7-7-519CT,Dever,No,7,28,7-7-519CT,Dever ,0.00693374237486346,-0.014498,-0.005468,-0.018229,-0.008276,-0.001817,0.042043,0.075593,0.15885,0.133655,0.255829,0.475,0.36128,0.157115,0.229948,0.26584,0.285837,0.260618,0.263255,0.294583,0.268608,0.167731,0.26837,0.228826,0.242225,0.14857,0.076464,-0.03718,-0.025117,0.265843,0.214224,0.198095,0.321986,0.309832,0.363631,0.476359,0.60907,0.591442,0.672523,0.618922,0.55989,0.596477,0.531994,0.471885,0.523462,0.530098,0.363912,0.32263,0.083216,0.0,0.011634,0.034641,0.103553,0.185835,0.266214,0.324785,0.404396,0.468048,0.091976,0.672001,0.756662,0.828359,0.856813,0.926309,0.945445,0.925867,0.925672,0.951234,0.878235,0.927722,0.934947,0.879886,0.954462,0.455762,0.070938,0.058114,0.0,0.000603,0.00508,0.012947,0.040928,0.089291,0.105768,0.168,0.239446,0.012188,0.16969,0.223604,0.276892,0.302732,0.373352,0.430502,0.410763,0.381609,0.416433,0.39686,0.360624,0.308006,0.311579,0.233709,0.042401,0.000718,28.5,270.491854,9.120746,779.446812,25.381175,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,25,1,15,448,1,1,C,PHY_499,Visual_Check,No,7,29,PHY499,Visual Check,0.02080122712459038,-0.015717,-0.001015,-0.008654,-0.004199,0.031861,0.118217,0.152956,0.24285,0.186465,0.279691,0.464375,0.402009,0.406446,0.45917,0.433761,0.435669,0.410778,0.383474,0.355457,0.299975,0.197996,0.269712,0.224077,0.230166,0.100877,0.042238,-0.034976,-0.033581,0.259916,0.241305,0.209593,0.377577,0.425202,0.441752,0.514483,0.652665,0.628469,0.603053,0.556428,0.525,0.564968,0.538738,0.490664,0.504882,0.517289,0.390176,0.343074,0.09035,0.001964,0.01254,0.152333,0.314554,0.414678,0.510926,0.601555,0.674734,0.74274,0.339118,1.025995,1.087159,1.158195,1.165221,1.199483,1.186324,1.156275,1.15366,1.104522,1.027762,1.078605,1.07277,0.838793,0.974578,0.248042,0.096576,0.058317,7e-06,0.000504,0.021452,0.090089,0.158729,0.221585,0.278175,0.383395,0.442953,0.138629,0.576766,0.708863,0.762281,0.774466,0.816987,0.806028,0.720907,0.649621,0.672852,0.606703,0.550854,0.450667,0.407697,0.311939,0.022611,0.000626,44.4,574.955254,12.510972,1944.401892,41.722641,4,11,7,85.936858,4.831856,48.44901,85.936858,4.421116,48.0,39.87626,57.018249,0.763829,10.356213,48.40876,86.2686,86.267169,4.585662,48.0,39.797915,56.186697,85.774292,274810.553876,0.243555,1.567603,85.774292,4.431752,50.0,40.580594,57.390694,-0.139628,6.712134,192.968675,85.621515,7219.794866,85.621515,4.160265,50.0,39.376659,58.684649
25,25,26,1,15,448,2,1,C,PHY_499,Visual_Check,No,7,30,PHY499,Visual Check,0.02361491968250599,-0.014874,-0.001149,-0.010003,-0.006243,0.030884,0.116378,0.168151,0.273522,0.174323,0.272622,0.498774,0.443264,0.403012,0.435245,0.42959,0.429864,0.427073,0.411533,0.415334,0.376402,0.262046,0.347003,0.288574,0.292445,0.149712,0.084177,-0.037249,-0.033887,0.253921,0.228616,0.22795,0.374182,0.418296,0.456487,0.516338,0.650313,0.646608,0.618831,0.555541,0.548939,0.55228,0.534449,0.516309,0.491683,0.494502,0.362612,0.324934,0.080202,0.0,0.00701,0.137282,0.289577,0.384012,0.50286,0.577481,0.643007,0.683988,0.313583,0.967299,1.062903,1.113598,1.116254,1.160475,1.134934,1.135406,1.196119,1.120091,1.043569,1.100694,1.111286,0.992471,1.05722,0.520217,0.069549,0.05505,0.0,0.000186,0.014893,0.068554,0.14488,0.215355,0.248137,0.334811,0.418597,0.114583,0.599179,0.69606,0.759583,0.759008,0.791333,0.816267,0.743823,0.735539,0.775245,0.734813,0.720381,0.63702,0.641911,0.544751,0.135863,0.000521,53.8,755.033508,14.131511,2612.166101,48.949008,5,20,14,90.390498,4.96572,48.38367,90.390498,4.528714,48.0,39.575599,57.188682,-0.30582,9.555071,48.203514,91.059951,91.056513,4.561029,47.0,38.916606,56.517084,91.036283,92.275625,0.147854,0.104873,91.036201,4.690748,46.0,38.578171,56.044194,0.260935,13.997959,43.756609,92.43623,0.441227,92.366233,5.057921,46.0,39.479861,54.503985
